# t (s)	mx ()	my ()	mz ()	J-freq (Hz)	B_ext (T)
2.2900193574012024e-09	-0.22753257	-0.4557106	0.52232736	1e+09	-1.4528294
2.3000143518672882e-09	0.030112673	-0.5034819	-0.51537216	1e+09	-1.426543
2.3100265536993724e-09	0.15916255	-0.52573705	0.44355464	1e+09	-1.3945726
2.320025659956569e-09	-0.3246991	-0.5461488	-0.30398354	1e+09	-1.3571376
2.3300174946082046e-09	0.39832285	-0.57054573	0.11066665	1e+09	-1.3143805
2.3400222425963723e-09	-0.38966754	-0.60677063	0.09957496	1e+09	-1.2663796
2.350018173532912e-09	0.23025808	-0.6588365	-0.27424392	1e+09	-1.2134248
2.3600238601025957e-09	0.022680566	-0.6923827	0.31537104	1e+09	-1.1556265
2.3700261065966024e-09	-0.2660996	-0.68262374	-0.17977682	1e+09	-1.0932845
2.380006021727122e-09	0.31316957	-0.6888037	-0.0983372	1e+09	-1.0267793
2.390018120868457e-09	-0.031126922	-0.76180273	0.2924705	1e+09	-0.9560044
2.400010205974274e-09	-0.3302061	-0.75031275	-0.14552064	1e+09	-0.8816001
2.4100209629340833e-09	0.2640854	-0.74618447	-0.24017783	1e+09	-0.80357337
2.4200147817309503e-09	0.2935112	-0.79634297	0.25477174	1e+09	-0.72250843
2.430007122934647e-09	-0.33670822	-0.7813843	0.21460834	1e+09	-0.6386082
2.4400129715638965e-09	-0.35381892	-0.8103087	-0.23118828	1e+09	-0.5520732
2.4500053056919146e-09	0.21360527	-0.8337842	-0.29878825	1e+09	-0.46347794
2.460023866284437e-09	0.52617115	-0.7667135	0.008229078	1e+09	-0.37281695
2.4700101405165036e-09	0.31628177	-0.85346407	0.26575902	1e+09	-0.28097808
2.4800252370340137e-09	-0.13592477	-0.8938956	0.30394623	1e+09	-0.18776387
2.490003239648632e-09	-0.47974464	-0.78486484	0.22539802	1e+09	-0.094155304
2.500026091144393e-09	-0.6555655	-0.632235	0.16915454	1e+09	0.00024590324
2.5100131540656898e-09	-0.7637907	-0.4622805	0.2061389	1e+09	0.09430951
2.5200251140153568e-09	-0.798021	-0.17256781	0.37477717	1e+09	0.18823467
2.5300082978543984e-09	-0.5332192	0.26299268	0.61037254	1e+09	0.2811488
2.5400052574014727e-09	0.1397838	0.45004267	0.6569164	1e+09	0.37308282
2.5500153193509e-09	0.6319789	0.23985453	0.31039432	1e+09	0.4636628
2.5600235236512302e-09	0.55661386	0.23428917	-0.22698727	1e+09	0.55239296
2.570024216812575e-09	0.023148362	0.3878087	-0.5113211	1e+09	0.6388754
2.580021707605595e-09	-0.5198173	0.29011717	-0.2090599	1e+09	0.7228098
2.5900134727381736e-09	-0.33628988	0.36528403	0.4074977	1e+09	0.8038474
2.6000080337956747e-09	0.44149208	0.36405164	0.28284824	1e+09	0.88173914
2.6100130746910595e-09	0.24806622	0.43631747	-0.43207607	1e+09	0.95623094
2.6200099049641626e-09	-0.4990276	0.39535832	-0.08668551	1e+09	1.0268887
2.6300112594304187e-09	0.09161507	0.47877914	0.42435682	1e+09	1.0935255
2.6400054533777416e-09	0.38385162	0.47620645	-0.25594327	1e+09	1.1558026
2.65000331650356e-09	-0.45051786	0.49182528	-0.13888429	1e+09	1.2135439
2.660007210595388e-09	0.18751797	0.55790794	0.40638465	1e+09	1.2665282
2.670021786137303e-09	0.13575622	0.5826607	-0.44746852	1e+09	1.314559
2.680021684823465e-09	-0.37206003	0.60521364	0.33584237	1e+09	1.3573276
2.6900180313293255e-09	0.46531492	0.6256424	-0.18747026	1e+09	1.3947272
2.7000039114859626e-09	-0.48318344	0.65889525	0.059352476	1e+09	1.4265962
2.7100140124330286e-09	0.4186846	0.69895744	0.029840618	1e+09	1.4529076
2.7200244868863534e-09	-0.34864488	0.7233168	-0.080932155	1e+09	1.4734741
2.7300234023383013e-09	0.2609738	0.7579643	0.11100633	1e+09	1.4881997
2.7400092937123757e-09	-0.18524334	0.78139174	-0.12392815	1e+09	1.4970456
2.7500070411771936e-09	0.11613528	0.80891645	0.13921328	1e+09	1.5
2.760025372707546e-09	-0.060494315	0.82672876	-0.14452757	1e+09	1.497025
2.7700039869997852e-09	0.006585266	0.8466052	0.15242928	1e+09	1.4881673
2.7800098688457342e-09	0.047246523	0.8614413	-0.15109056	1e+09	1.4734135
2.7900193319700497e-09	-0.10329176	0.8755152	0.14162976	1e+09	1.4528294
2.800024592121538e-09	0.16258802	0.88297194	-0.12322822	1e+09	1.4265131
2.810004921931737e-09	-0.22071189	0.8909347	0.085599184	1e+09	1.3946476
2.8200063298327127e-09	0.2599929	0.8933302	-0.02874925	1e+09	1.3572152
2.830015274531499e-09	-0.2790059	0.901971	-0.050758805	1e+09	1.3143907
2.8400255159617316e-09	0.24170625	0.90898764	0.14437982	1e+09	1.266363
2.8500070445779287e-09	-0.14217351	0.9304448	-0.22426772	1e+09	1.2134864
2.8600154822444904e-09	-0.032881174	0.9410507	0.24957143	1e+09	1.1556768
2.8700006891334383e-09	0.20754838	0.94120526	-0.17357801	1e+09	1.0934485
2.8800141442295115e-09	-0.28689876	0.93697387	0.0069390405	1e+09	1.0267235
2.8900002170219313e-09	0.16467372	0.946111	0.15612903	1e+09	0.9561344
2.9000170937719247e-09	0.08262561	0.9577477	-0.16405532	1e+09	0.8815475
2.91000991108166e-09	-0.20226622	0.9544705	-0.0018626384	1e+09	0.80366135
2.920002196361734e-09	0.026826058	0.95860314	0.118761495	1e+09	0.7226124
2.9300217445529416e-09	0.13409002	0.9570822	-0.0141333025	1e+09	0.6384835
2.9400111833498114e-09	0.010127701	0.9672759	-0.0698397	1e+09	0.55208886
2.9500270136664013e-09	-0.07287105	0.9713324	-0.034673616	1e+09	0.46328336
2.960021350489165e-09	-0.081706	0.9556055	0.0019591285	1e+09	0.37283993
2.9700188695211896e-09	-0.07304041	0.96195877	0.028906561	1e+09	0.2808973
2.9800186627289413e-09	-0.042064484	0.96714693	0.052449375	1e+09	0.18782534
2.990021577096991e-09	0.025677944	0.96299314	0.068973	1e+09	0.09398282
3.0000253151287142e-09	0.117255166	0.95291203	0.085933626	1e+09	-0.00023858946
3.0100035872704945e-09	0.22560854	0.9228648	0.12618493	1e+09	-0.09421952
3.020015538602824e-09	0.3591837	0.8428965	0.21879314	1e+09	-0.18814515
3.030008057419446e-09	0.49894863	0.6477105	0.3909775	1e+09	-0.28114656
3.040002933789251e-09	0.48891643	0.27740464	0.64446	1e+09	-0.37306163
3.0500060483200887e-09	0.034164794	-0.019730167	0.8229791	1e+09	-0.4635797
3.0600110230530546e-09	-0.51949126	0.18904829	0.562444	1e+09	-0.5522834
3.070003277043179e-09	-0.6079992	0.2961486	-0.052358747	1e+09	-0.6386969
3.0800274620136165e-09	-0.17338362	0.07454373	-0.5169007	1e+09	-0.7228573
3.0900250932905176e-09	0.4224358	0.13075246	-0.26640797	1e+09	-0.8039399
3.100004986538526e-09	0.27001685	0.090691544	0.35569274	1e+09	-0.8817159
3.110018116777162e-09	-0.31995958	0.082405604	0.19843638	1e+09	-0.95626754
