# t (s)	mx ()	my ()	mz ()	J-freq (Hz)	B_ext (T)
3.1700159879064827e-09	0.611593	-0.7541817	-0.016367016	1e+10	0.009513665
3.180023443571473e-09	0.6242727	-0.7396415	-0.03200138	1e+10	0.009506003
3.190003092096205e-09	0.64778286	-0.7137347	-0.035563327	1e+10	0.005876281
3.200010315716466e-09	0.67437756	-0.68765223	-0.025802897	1e+10	-6.4815554e-06
3.210017787583527e-09	0.6954944	-0.6726834	-0.0059805037	1e+10	-0.0058868905
3.220025211574261e-09	0.70255685	-0.6737684	0.016231548	1e+10	-0.0095154485
3.2300048976723672e-09	0.69092077	-0.68882275	0.03191702	1e+10	-0.009509614
3.240011590051354e-09	0.6647312	-0.7121144	0.035368398	1e+10	-0.0058719595
3.2500181141830238e-09	0.6353919	-0.7361752	0.025401348	1e+10	1.1381474e-05
3.2600247726733378e-09	0.6151705	-0.75296694	0.005575895	1e+10	0.005890438
3.270004703931689e-09	0.61124814	-0.75525767	-0.016435701	1e+10	0.009511478
3.2800121646108088e-09	0.62357366	-0.7404757	-0.032145865	1e+10	0.009508201
3.290019550201068e-09	0.6468967	-0.7140573	-0.035756774	1e+10	0.00586791
3.300026725966472e-09	0.67345244	-0.6876206	-0.02596893	1e+10	-1.6792412e-05
3.310006671510998e-09	0.6946653	-0.67265767	-0.0061848564	1e+10	-0.0058812434
3.3200142610315024e-09	0.7020836	-0.67391574	0.016044477	1e+10	-0.009513331
3.330021526072171e-09	0.6908689	-0.6891369	0.031826425	1e+10	-0.009506377
3.3400004507566475e-09	0.66515684	-0.71234065	0.03538162	1e+10	-0.0058776233
3.350006858046483e-09	0.63593376	-0.7363506	0.025587939	1e+10	4.3090376e-06
3.3600135871702266e-09	0.61536485	-0.7531453	0.0058862674	1e+10	0.005884757
3.37002095971295e-09	0.6108437	-0.75542593	-0.016169015	1e+10	0.009514626
3.3800008345392447e-09	0.6225945	-0.7407141	-0.031839438	1e+10	0.0095104035
3.390008104290909e-09	0.64548135	-0.71454334	-0.03542243	1e+10	0.0058737323
3.40001536832211e-09	0.6717061	-0.68866706	-0.025624715	1e+10	-9.6562e-06
3.410023030861704e-09	0.6927794	-0.6744358	-0.0058502057	1e+10	-0.0058895536
3.4200032346256782e-09	0.7001234	-0.6762693	0.016224656	1e+10	-0.009511193
3.430010408521478e-09	0.68892384	-0.69163644	0.031966183	1e+10	-0.009508542
3.4400169639362237e-09	0.6630696	-0.7147225	0.035495974	1e+10	-0.005869226
3.4500234278696003e-09	0.6336863	-0.7384072	0.025636591	1e+10	1.4720159e-05
3.46000245611359e-09	0.6130221	-0.7548953	0.005927384	1e+10	0.005879101
3.4700098247604717e-09	0.60847247	-0.75709	-0.016183274	1e+10	0.009512471
3.4800172717191367e-09	0.62035227	-0.7423786	-0.031925816	1e+10	0.009507206
3.4900244850961e-09	0.6432983	-0.7163185	-0.03551412	1e+10	0.0058653993
3.500004004426153e-09	0.6694268	-0.69065326	-0.025763093	1e+10	-2.516055e-06
3.5100115260830545e-09	0.6905167	-0.67653733	-0.0059904177	1e+10	-0.00588371
3.52001922896859e-09	0.69795966	-0.6784274	0.016173294	1e+10	-0.009514292
3.530026535468312e-09	0.68684906	-0.69367766	0.031878218	1e+10	-0.0095053995
3.5400055567727248e-09	0.66123664	-0.716334	0.03526018	1e+10	-0.0058750277
3.550012044279204e-09	0.63222826	-0.7394973	0.025208237	1e+10	7.567643e-06
3.560018914127306e-09	0.61218935	-0.7555198	0.0052632876	1e+10	0.0058874628
3.5700263448200573e-09	0.60852057	-0.75725335	-0.016949542	1e+10	0.009515667
3.580006092288888e-09	0.6211353	-0.7420941	-0.032681346	1e+10	0.009509382
3.5900133422027597e-09	0.6445928	-0.7154291	-0.036229365	1e+10	0.005871068
3.6000205138208438e-09	0.6710767	-0.68908894	-0.026281808	1e+10	-1.288921e-05
3.6100005069528603e-09	0.6922643	-0.6746137	-0.006322042	1e+10	-0.0058781104
3.620008020871017e-09	0.6998301	-0.6763688	0.016078904	1e+10	-0.009512121
3.6300153880677878e-09	0.6887852	-0.69167286	0.03194216	1e+10	-0.009507573
3.6400218688600312e-09	0.6631106	-0.7144599	0.035345178	1e+10	-0.0058667306
3.6500007974413127e-09	0.63423896	-0.7375468	0.025230737	1e+10	5.0104717e-07
3.6600077019990624e-09	0.6143826	-0.7535037	0.0051482785	1e+10	0.005881767
3.6700150599496557e-09	0.611047	-0.75510794	-0.017239098	1e+10	0.009513485
3.68002248046311e-09	0.62413126	-0.73964	-0.03314934	1e+10	0.009506191
3.690002237065174e-09	0.64790773	-0.7126897	-0.036691904	1e+10	0.0058767153
3.70000934578038e-09	0.6746027	-0.686007	-0.026603295	1e+10	-5.8721266e-06
3.7100169808287206e-09	0.6958698	-0.67130893	-0.006331007	1e+10	-0.0058864807
3.720024453600151e-09	0.7032645	-0.67314327	0.016356423	1e+10	-0.009515302
3.730004258118845e-09	0.691888	-0.6887264	0.03243795	1e+10	-0.009509738
3.740010938970766e-09	0.66562086	-0.71198833	0.03601919	1e+10	-0.0058722906
3.750017279233852e-09	0.6359569	-0.7356032	0.02586409	1e+10	1.0856861e-05
3.760023920839751e-09	0.6155839	-0.7519239	0.0055974214	1e+10	0.0058900053
3.770003731525578e-09	0.6120707	-0.75385284	-0.016967425	1e+10	0.009511289
3.780011458848415e-09	0.6252202	-0.7386963	-0.033094846	1e+10	0.009508338
3.790018649038309e-09	0.6492227	-0.71185887	-0.036768205	1e+10	0.005868369
3.800025824202914e-09	0.6759963	-0.68517345	-0.026684912	1e+10	-1.6225818e-05
3.810005857691383e-09	0.69716334	-0.67034465	-0.006378782	1e+10	-0.00588083
3.8200134745753215e-09	0.70441294	-0.6720345	0.016480573	1e+10	-0.009513178
3.830020646868419e-09	0.692687	-0.687754	0.03277264	1e+10	-0.009506549
3.840027150332833e-09	0.6659689	-0.7113033	0.036426	1e+10	-0.005864043
3.850006061250953e-09	0.63597596	-0.7351817	0.026276732	1e+10	3.8083963e-06
3.8600130414610314e-09	0.61536425	-0.7518339	0.005916164	1e+10	0.0058844797
3.870020231030746e-09	0.61180496	-0.7540948	-0.016833747	1e+10	0.0095144855
3.88000023897618e-09	0.62495744	-0.73924696	-0.03305097	1e+10	0.009510519
3.890007584878871e-09	0.6490181	-0.71247685	-0.036889862	1e+10	0.0058739963
3.900014764502168e-09	0.6758812	-0.6855322	-0.026941627	1e+10	-9.276809e-06
3.910022291200154e-09	0.6971904	-0.6702256	-0.006592489	1e+10	-0.005889178
3.920002263652152e-09	0.70450103	-0.6715791	0.01629733	1e+10	-0.009511004
3.930009485400256e-09	0.6928769	-0.68719506	0.032718137	1e+10	-0.0095087215
3.940016123748495e-09	0.66624665	-0.7108395	0.036485966	1e+10	-0.0058696535
3.950022601019389e-09	0.6362299	-0.734974	0.026384681	1e+10	1.4200635e-05
3.960001736207618e-09	0.61565155	-0.75179523	0.0061133914	1e+10	0.005878735
3.970009229898188e-09	0.611944	-0.7542636	-0.01667816	1e+10	0.009512356
3.980016725612018e-09	0.6249801	-0.7394495	-0.033034187	1e+10	0.009507312
3.99002403099261e-09	0.64897156	-0.71258205	-0.036954146	1e+10	0.00586563
4.000003635967743e-09	0.67578095	-0.68549883	-0.02709651	1e+10	-2.2845459e-06
4.010011076087107e-09	0.6971763	-0.6699679	-0.006767495	1e+10	-0.0058834814
4.020018764579268e-09	0.704623	-0.67123896	0.016220419	1e+10	-0.009514202
4.030026135306578e-09	0.693125	-0.68689424	0.032698076	1e+10	-0.009505478
4.040005107452234e-09	0.6666893	-0.7105693	0.036558762	1e+10	-0.005875256
4.050011468027603e-09	0.63665414	-0.73485625	0.026599588	1e+10	7.2055736e-06
4.060018310080162e-09	0.61578256	-0.75189346	0.0063671763	1e+10	0.005887156
4.070025702540342e-09	0.61170983	-0.75449765	-0.016407276	1e+10	0.0095155435
4.08000554779065e-09	0.624339	-0.73987055	-0.03276265	1e+10	0.009509487
4.090012703557816e-09	0.6480611	-0.7131748	-0.036759235	1e+10	0.0058713933
4.100020015904063e-09	0.67480266	-0.6862113	-0.026943868	1e+10	-1.257636e-05
4.110027543362943e-09	0.696141	-0.67090017	-0.0066847624	1e+10	-0.0058918446
4.1200075877558515e-09	0.7036074	-0.6722991	0.016180292	1e+10	-0.009512037
4.130014838295272e-09	0.692224	-0.6879558	0.03265838	1e+10	-0.00950768
4.140021575725469e-09	0.66578764	-0.711637	0.036562864	1e+10	-0.0058668796
4.150000322219922e-09	0.6358105	-0.73579425	0.026690492	1e+10	2.0245675e-07
4.1600070884362015e-09	0.61477995	-0.75282246	0.006523047	1e+10	0.0058814553
4.170014514090169e-09	0.6104868	-0.755485	-0.016231734	1e+10	0.009513379
