# t (s)	mx ()	my ()	mz ()	J-freq (Hz)
4.8400075860395295e-09	-0.2756253	0.59889853	-0.28525135	1e+09
4.850000455873328e-09	-0.0014383362	0.63859767	0.37359744	1e+09
4.860012401928442e-09	0.27781722	0.6535379	-0.2739838	1e+09
4.870009455075915e-09	-0.4289137	0.65241325	-0.00404096	1e+09
4.880003117106174e-09	0.24336109	0.70465595	0.29386812	1e+09
4.890002330610058e-09	0.18050514	0.71682185	-0.32197335	1e+09
4.900013549066612e-09	-0.4191013	0.7081805	-0.0042495313	1e+09
4.910013379576402e-09	0.10556153	0.7646289	0.30936947	1e+09
4.9200106146025755e-09	0.3547727	0.74067605	-0.11341037	1e+09
4.9300142506971145e-09	-0.133822	0.7978001	-0.26163763	1e+09
4.940006108257557e-09	-0.35056204	0.7609641	0.050324943	1e+09
4.950009423565076e-09	-0.034215182	0.8208617	0.25518253	1e+09
4.960008953340457e-09	0.31248593	0.78406096	0.162073	1e+09
4.9700052046893704e-09	0.37660828	0.7729008	-0.043786533	1e+09
4.9800120017827995e-09	0.23209748	0.8317467	-0.15582508	1e+09
4.99000045428962e-09	0.05723346	0.87705004	-0.1756182	1e+09
5.000009912406257e-09	-0.09261283	0.8615915	-0.17088704	1e+09
5.01000171094112e-09	-0.20341852	0.797102	-0.17396054	1e+09
5.020010499499551e-09	-0.29027942	0.6981474	-0.21208477	1e+09
5.030006316293147e-09	-0.343178	0.53426987	-0.30273065	1e+09
5.040013359718312e-09	-0.26271418	0.2931665	-0.41463867	1e+09
5.050012204338772e-09	0.039167143	0.11380932	-0.43362194	1e+09
5.060014388668359e-09	0.38246846	0.09251848	-0.19994345	1e+09
5.0700117892858915e-09	0.379055	-0.0413096	0.23808189	1e+09
5.080011937758677e-09	-0.09541868	-0.14235985	0.40859222	1e+09
5.090002454383013e-09	-0.4254771	-0.11428611	-0.010543552	1e+09
5.1000056463834476e-09	0.0098304525	-0.21846202	-0.39560926	1e+09
5.1100032235456375e-09	0.38882214	-0.20007989	0.08871016	1e+09
5.120005638999051e-09	-0.19711915	-0.2562024	0.30668643	1e+09
5.130001256924006e-09	-0.19264814	-0.26864588	-0.29872212	1e+09
5.140002986218546e-09	0.38452065	-0.2982418	-0.0056836894	1e+09
5.150002081772837e-09	-0.24524948	-0.3486369	0.25840557	1e+09
5.160010629091702e-09	-0.0117319	-0.40635407	-0.34361094	1e+09
5.1700118711765415e-09	0.2428309	-0.41448852	0.2999503	1e+09
5.180004674498125e-09	-0.39281446	-0.44135636	-0.14900926	1e+09
5.1900045301412185e-09	0.40942892	-0.47774968	-0.011528117	1e+09
5.200007473377761e-09	-0.37205648	-0.51771915	0.14189537	1e+09
5.21000878783177e-09	0.30720326	-0.5649526	-0.23401985	1e+09
5.220000120346253e-09	-0.22612092	-0.61077625	0.30508405	1e+09
5.230010077839735e-09	0.12650846	-0.6505388	-0.3267937	1e+09
5.2400096519619275e-09	-0.030786062	-0.69187456	0.3072133	1e+09
5.250014543080999e-09	-0.021567326	-0.7179513	-0.26939464	1e+09
5.26000947227126e-09	0.052945882	-0.7504119	0.22750211	1e+09
5.270006364937733e-09	-0.038230114	-0.76453257	-0.18363103	1e+09
5.280005909819974e-09	0.047531586	-0.7901356	0.13363422	1e+09
5.290003481503603e-09	-0.04514067	-0.80819035	-0.08827634	1e+09
5.300007943628006e-09	0.060729016	-0.83198524	0.047115974	1e+09
5.3100068679479744e-09	-0.045772605	-0.847795	-0.0050029526	1e+09
5.320006718794976e-09	0.034742497	-0.8680206	-0.024430174	1e+09
5.330014097321336e-09	-0.0017378532	-0.88185036	0.049947582	1e+09
5.340002634809737e-09	-0.037895437	-0.89582884	-0.056976292	1e+09
5.350002558888594e-09	0.08095896	-0.90602076	0.03635856	1e+09
5.360009843822857e-09	-0.10491155	-0.91692024	0.006806709	1e+09
5.370009541635142e-09	0.07182185	-0.928084	-0.06334413	1e+09
5.380011982049467e-09	0.0010998065	-0.933961	0.091736205	1e+09
5.390000489304417e-09	-0.09769469	-0.9370868	-0.049277462	1e+09
5.400000583691032e-09	0.09720533	-0.94275284	-0.042514626	1e+09
5.410004131232525e-09	0.01729004	-0.94959897	0.08617377	1e+09
5.420007663624012e-09	-0.1160559	-0.9525865	-0.011173261	1e+09
5.430014591461489e-09	0.021230226	-0.9567935	-0.07493341	1e+09
5.440012193131007e-09	0.10322626	-0.96046543	0.014275406	1e+09
5.4500120371577055e-09	0.007620178	-0.9567537	0.05548515	1e+09
5.460008024767697e-09	-0.067377724	-0.9665459	0.014464705	1e+09
5.470009995038272e-09	-0.055667583	-0.9632608	-0.012858711	1e+09
5.480000807122206e-09	-0.023301328	-0.9682652	-0.008925113	1e+09
5.49001019764525e-09	-0.0088833645	-0.9671146	-0.0013484685	1e+09
5.500001188970922e-09	-0.008560587	-0.95580107	0.0027421643	1e+09
5.510007929767938e-09	-0.022473259	-0.94068617	0.0082597155	1e+09
5.520002176581316e-09	-0.043099105	-0.9124995	0.017689887	1e+09
5.530000876366147e-09	-0.06660551	-0.8463528	0.03727044	1e+09
5.5400033272852785e-09	-0.084909104	-0.71287584	0.076571435	1e+09
5.5500059403572755e-09	-0.06197219	-0.54069257	0.13018513	1e+09
5.560007424018665e-09	-0.002806442	-0.46475524	0.16104831	1e+09
5.570015475266329e-09	0.019083224	-0.4449965	0.15165812	1e+09
5.580000468968346e-09	0.034288887	-0.31145036	0.12508155	1e+09
5.5900065204313276e-09	0.048959948	-0.28680626	0.042973455	1e+09
5.600012988525803e-09	0.030452074	-0.2889726	-0.030012818	1e+09
5.610006927189657e-09	-0.005610442	-0.2344228	-0.009164805	1e+09
5.620011497188148e-09	0.0123325195	-0.2358485	-0.007521655	1e+09
5.6300036168775295e-09	-0.019680675	-0.1626648	-0.04437659	1e+09
5.640001183708488e-09	-0.088022046	-0.14647792	0.01413618	1e+09
5.650001223272943e-09	0.017684177	-0.09399737	0.13646433	1e+09
5.6600066352273065e-09	0.10653285	-0.031356443	-0.068412095	1e+09
5.670013203333637e-09	-0.156056	-0.03386099	-0.06737257	1e+09
5.680007445715058e-09	0.068703465	0.038005754	0.14431305	1e+09
5.6900000508004925e-09	0.00651286	0.09256035	-0.1382655	1e+09
5.700009685337392e-09	-0.07731225	0.10042359	0.071568474	1e+09
5.7100057401733744e-09	0.046230145	0.13658321	-0.036922	1e+09
5.720005236079046e-09	-0.086057894	0.16653368	0.05541237	1e+09
5.730008285645047e-09	0.1186658	0.21320203	-0.01183366	1e+09
5.740004175634462e-09	-0.111967735	0.26159203	-0.073480256	1e+09
5.750009225330138e-09	0.049595643	0.29179657	0.083634004	1e+09
5.760007386918908e-09	-0.012615131	0.32423642	-0.06489608	1e+09
5.770011100073842e-09	0.011293213	0.35918656	0.062474754	1e+09
5.780004112480196e-09	-0.021526711	0.40638217	-0.05244403	1e+09
5.790012562920746e-09	-0.026940966	0.46291122	0.025356676	1e+09
5.8000092729676725e-09	0.0006740516	0.51107115	0.005923329	1e+09
5.810001689904786e-09	0.006125951	0.53594244	-0.05443775	1e+09
5.820000881916281e-09	-0.07342511	0.554268	0.06894151	1e+09
5.830015482572584e-09	0.12292846	0.5741691	-0.064798936	1e+09
5.840014650099081e-09	-0.17628263	0.61009836	0.0128867505	1e+09
5.8500121109271676e-09	0.1865529	0.6499957	0.082967564	1e+09
5.86000754185022e-09	-0.070647955	0.6776111	-0.18544999	1e+09
5.870005923829967e-09	-0.121568814	0.69501466	0.19367687	1e+09
5.880010809516265e-09	0.24989714	0.70404214	-0.04459054	1e+09
5.890010111858889e-09	-0.16462159	0.72080845	-0.17191789	1e+09
5.900011732054974e-09	-0.14173365	0.75747603	0.18431088	1e+09
5.910010696640163e-09	0.23045672	0.7568853	0.05231823	1e+09
5.920014289305293e-09	0.0319441	0.7727066	-0.16958119	1e+09
5.930009738332865e-09	-0.21564306	0.78090197	-0.06332673	1e+09
5.9400130702915235e-09	-0.12915029	0.7893038	0.114645585	1e+09
5.950001474790996e-09	0.049866892	0.80917335	0.118791535	1e+09
5.960006456554803e-09	0.15613593	0.793521	0.03841379	1e+09
5.970014312181451e-09	0.1796296	0.8198271	-0.051282443	1e+09
5.980004064466024e-09	0.108808026	0.8443733	-0.10997529	1e+09
5.990011015587312e-09	-0.009360238	0.8416662	-0.13040714	1e+09
6.000002671130239e-09	-0.13624428	0.82484347	-0.14531113	1e+09
6.0100074807357895e-09	-0.27639115	0.78200376	-0.1856989	1e+09
6.020000496872749e-09	-0.42259327	0.6645843	-0.28424618	1e+09
6.030011177070519e-09	-0.4943388	0.42745608	-0.45699948	1e+09
6.04000999420093e-09	-0.31566504	0.1364927	-0.63512397	1e+09
6.0500102348408e-09	0.1076278	0.029375264	-0.6485759	1e+09
6.0600100814715225e-09	0.46061146	0.12553349	-0.33111772	1e+09
6.070006352141853e-09	0.43367693	0.113906235	0.17589734	1e+09
6.080011086744377e-09	-0.023801472	-0.009954365	0.44479835	1e+09
6.090010577363651e-09	-0.427232	0.05274191	0.07910159	1e+09
6.100001588270312e-09	-0.09143004	-0.017025243	-0.35744488	1e+09
6.11000751135426e-09	0.34586662	-0.017162954	-0.028406108	1e+09
6.120006948152301e-09	-0.03931266	-0.084487975	0.3479244	1e+09
6.130006284411942e-09	-0.29048136	-0.077608906	-0.14496823	1e+09
6.140011859631992e-09	0.2719754	-0.1529796	-0.18472698	1e+09
6.150004334058234e-09	0.015530893	-0.19413638	0.2945616	1e+09
6.160002664289135e-09	-0.23643406	-0.18034218	-0.15134752	1e+09
6.170008804178559e-09	0.20989873	-0.23054564	-0.06067907	1e+09
6.180002680463553e-09	-0.07502152	-0.25899592	0.15606838	1e+09
6.190003584503787e-09	-0.060362585	-0.29344794	-0.15137476	1e+09
6.200006985700441e-09	0.109452575	-0.33857897	0.07067368	1e+09
6.210003572271991e-09	-0.13534708	-0.3657517	-0.015807454	1e+09
6.220008571941192e-09	0.12944111	-0.3980961	-0.033867493	1e+09
6.2300070796521675e-09	-0.10768767	-0.42820176	0.12734616	1e+09
6.240005264734201e-09	0.016664036	-0.464631	-0.19015342	1e+09
6.25000800167586e-09	0.089143984	-0.49732006	0.20904663	1e+09
6.260011694503185e-09	-0.18521392	-0.53173727	-0.19609979	1e+09
6.2700054078857635e-09	0.25568968	-0.556965	0.16125697	1e+09
